material_number,fiscal_month,pcf_amt,pcf_units
K1060185,2024M8,20693,319
K1060191,2024M8,0,0
K1060207,2024M8,0,0
K1060224,2024M8,5112,65
K1060227,2024M8,5804,93
K1060243,2024M8,4752,96
K1060251,2024M8,37986,601
K1060251-1,2024M8,14028,224
K1060251-2,2024M8,9039,144
K1060274,2024M8,0,0
K1060283,2024M8,19235,374
K1060319,2024M8,2150,18
K1060329,2024M8,2480,27
K1060391,2024M8,17222,35
K1060393,2024M8,1154,2
K1060405,2024M8,0,0
K1060487,2024M8,1460,19
K1060489,2024M8,6257,137
K1060540,2024M8,0,0
K1060549,2024M8,0,0
K1060611,2024M8,2268,18
K1060650,2024M8,1940,55
K1060688,2024M8,137,1
K1060724,2024M8,10580,53
K1121763,2024M8,4202,50
K1121830,2024M8,784,8
K1124233,2024M8,5645,131
K1126415,2024M8,9896,113
K1126416,2024M8,9654,125
K1126812,2024M8,12138,154
K1126883,2024M8,1254,1482
K1127684,2024M8,4902,102
K1127693,2024M8,2399,4
K1128160,2024M8,0,0
K1128203,2024M8,3117,3
K1129502,2024M8,4177,28
K1129539,2024M8,33033,642
K1129657,2024M8,29915,526
K1129930,2024M8,960,19
K1131030,2024M8,5939,169
K1132047,2024M8,13326,270
K1132114,2024M8,592,11
K1132159,2024M8,7646,94
K1132289,2024M8,276,2
K1132289-1,2024M8,4146,30
K1133295,2024M8,0,0
K1133444,2024M8,0,0
K1133449,2024M8,3076,50
K1134702,2024M8,2268,24
K1135600,2024M8,0,0
K1135606,2024M8,557368,2000
K1136453,2024M8,2311,20
K1136510,2024M8,3114,23
K1138171,2024M8,1160,5
K1138370,2024M8,15002,132
K1139065,2024M8,5023,39
K1139190,2024M8,989,9
K1139980,2024M8,3861,34
K1140572,2024M8,0,0
K1140573,2024M8,0,0
K1140588,2024M8,0,0
K1140731,2024M8,12362,189
K1141456,2024M8,0,0
K1141797,2024M8,0,0
K1141798,2024M8,0,0
K1142227,2024M8,0,0
K1142228,2024M8,22124,497
K1142609,2024M8,0,0
K1142636-4,2024M8,132687,1700
K1143004,2024M8,9770,110
K1143046,2024M8,16836,154
K1143403,2024M8,0,0
K1143832,2024M8,11250,120
K1144296,2024M8,5531,46
K1144762,2024M8,16316,102
K1144876,2024M8,0,0
K1146079,2024M8,724,65
K1146228,2024M8,0,0
K1147050,2024M8,27256,131
K1147622,2024M8,0,0
K1148154,2024M8,3362,6
K1148741,2024M8,2105,40
K1149192,2024M8,22869,502
K1149408,2024M8,1221,7
K1151027,2024M8,0,0
K1151666,2024M8,10898,76
K1151701,2024M8,3713,15
K1151721-4,2024M8,2817,50
K1152919,2024M8,17578,65
K1152921,2024M8,0,0
K1153247,2024M8,366,1
K1153619,2024M8,20243,292
K1154384,2024M8,0,0
K1155069,2024M8,0,0
K1155361,2024M8,2379,6
K1155565,2024M8,0,0
K1155589,2024M8,2839,40
K1156373,2024M8,1379,5
K1156973,2024M8,20723,281
K1157163,2024M8,0,0
K1157164,2024M8,27848,252
K1157247,2024M8,1895,7
K1157485,2024M8,32637,197
K1157959,2024M8,0,0
K1158221,2024M8,12396,851
K1158881,2024M8,11438,158
K1158969,2024M8,1465,3
K1159396,2024M8,0,0
K1159711,2024M8,28435,100
K1159712,2024M8,2886,100
K1159914,2024M8,50243,803
K1160848,2024M8,3535,50
K1161557,2024M8,0,0
K1162088,2024M8,8952,122
K1162401,2024M8,1646,13
K1162551,2024M8,12792,100
K1162563,2024M8,0,0
K1162721,2024M8,10569,168
K1163225,2024M8,14082,103
K1163464,2024M8,0,0
K1163644,2024M8,8748,60
K1163793,2024M8,0,0
K1163949,2024M8,0,0
K1164036,2024M8,4406,29
K1165753,2024M8,0,0
K1166595,2024M8,75783,740
K1167013,2024M8,34858,769
K1167015,2024M8,20194,447
K1167015-4,2024M8,1628,36
K1167017,2024M8,2684,59
K1167031,2024M8,60276,419
K2006976,2024M8,668,108
K2009661,2024M8,1609,100
K2009904,2024M8,7332,50
K2015358,2024M8,27801,500
K2017835,2024M8,4765,13
K2018276,2024M8,1476,5
K2018278,2024M8,23172,75
K2018280,2024M8,0,0
SRK13-MDA-32A-001,2024M8,12543,503
SRK13-MDB-32A-001,2024M8,8381,336
SRK15-MDC-32A-001,2024M8,2041,174
SRK15-MDE-32A-001,2024M8,1982,169
SRK15-MDF-32A-001,2024M8,2023,174
SRK15MDA32A001G003,2024M8,1570,110
SRK15MDB32A001G003,2024M8,2381,242
YDT04-08PA-P027000,2024M8,7777,1469
YDT04-2P-P06000000,2024M8,4535,2082
YHD34-24-91PE-0720,2024M8,10239,527
YHDP24-18-14PEC041,2024M8,64605,14871
YHDP24-18-14PEL024,2024M8,41984,8500
YHDP24-18-20PEL024,2024M8,1519,184
YHDP24-24-18PEL024,2024M8,9264,1366
YHDP24-24-19PEL024,2024M8,3491,514
YHDP24-24-19SEL024,2024M8,2197,272
YHDP24-24-21PEL024,2024M8,15145,2502
YHDP24-24-23PEL024,2024M8,1142,138
YHDP24-24-29PEL024,2024M8,11864,2170
YHDP24-24-31PEL024,2024M8,4643,726
YHDP24-24-35PEL024,2024M8,558,71
YHDP24-24-47PEL024,2024M8,8110,1049
YHDP24-24-7PN-CL22,2024M8,9153,855
YHDP24-24-91PEL024,2024M8,1014,69
YHDP24-24-9PE-L024,2024M8,39363,7862
YHDP26-18-14SECL20,2024M8,10534,1623
YHDP26-18-14SEL024,2024M8,36020,6690
YHDP26-18-20SEL024,2024M8,2074,195
YHDP26-24-18SEL024,2024M8,10414,1471
YHDP26-24-19PEL024,2024M8,3099,388
YHDP26-24-19SEL024,2024M8,4835,543
YHDP26-24-21SEL024,2024M8,14739,2408
YHDP26-24-23SEL024,2024M8,5552,645
YHDP26-24-29SEL024,2024M8,13975,2239
YHDP26-24-31PEL024,2024M8,1433,173
YHDP26-24-31SEL024,2024M8,4158,626
YHDP26-24-35PEL017,2024M8,2883,275
YHDP26-24-47SEL024,2024M8,13785,1877
YHDP26-24-7SN-CL22,2024M8,6150,611
YHDP26-24-9SE-L024,2024M8,2365,308
0209-001-0000,2024M9,151380,26082
0504-001-4001,2024M9,1632,406
0504-002-4001,2024M9,1747,484
0504-005-3801,2024M9,2003,933
0942318R02,2024M9,18438,5659
1-1418390-1,2024M9,308419,652134
1-1418437-1,2024M9,17310,20459
1-1418448-1,2024M9,198468,460831
1-1418448-2,2024M9,119771,301936
1-1418469-1,2024M9,113048,214328
1-1418479-1,2024M9,171088,314800
1-1418480-1,2024M9,108140,193366
1-1418483-1,2024M9,200999,476991
1-1418883-1,2024M9,571111,147377
1-1563759-1,2024M9,268126,258372
1-1563878-1,2024M9,38304,37140
1-1564297-6,2024M9,155217,33680
1-1564330-1,2024M9,122383,122099
1-1564337-1,2024M9,166560,181637
1-1564407-1,2024M9,199781,140854
1-1564412-1,2024M9,37251,33298
1-1564414-1,2024M9,48852,47794
1-1564416-1,2024M9,86914,96891
1-1564512-1,2024M9,36527,55785
1-1564514-1,2024M9,87426,94496
1-1564518-1,2024M9,114833,79400
1-1564520-1,2024M9,296439,227717
1-1564522-1,2024M9,16727,13728
1-1564526-1,2024M9,217470,131814
1-1564528-1,2024M9,19995,16691
1-1564530-1,2024M9,25086,21610
1-1564534-1,2024M9,8126,6764
1-1564536-1,2024M9,15792,11170
1-1564542-1,2024M9,178585,319604
1-1564544-1,2024M9,103109,155983
1-1564546-1,2024M9,24795,26153
1-1670214-1,2024M9,22588,22933
1-1670730-1,2024M9,45300,92527
1-1670894-1,2024M9,25093,23198
1-1670901-1,2024M9,7078,5567
1-1703639-1,2024M9,322374,324464
1-1703648-1,2024M9,13106,19458
1-1703773-1,2024M9,26414,51674
1-1703808-1,2024M9,48049,68510
1-1703818-1,2024M9,79152,145174
1-1703820-1,2024M9,38153,51776
1-1703839-1,2024M9,21802,23339
1-1703841-1,2024M9,55854,81782
1-1703843-1,2024M9,52427,79835
1-1718324-1,2024M9,308162,98500
1-1718484-1,2024M9,97029,147064
1-1718484-2,2024M9,43462,59092
1-1718484-3,2024M9,16547,23603
1-1718484-4,2024M9,7264,9564
1-1718485-1,2024M9,53522,96835
1-1718485-2,2024M9,25110,48375
1-1718485-3,2024M9,8782,17331
1-1718485-4,2024M9,12179,14632
1-1718485-5,2024M9,2092,3190
1-1718485-6,2024M9,9630,12214
1-1823498-1,2024M9,14110,2042
1-2112041-1,2024M9,148221,53566
1-2112041-2,2024M9,42620,17209
1-2112699-1,2024M9,12779,727
1-2112700-1,2024M9,4577,320
1-2141481-1,2024M9,1483,72
1-2141738-1,2024M9,3820,152
1-2141738-2,2024M9,713,29
1-2141846-1,2024M9,56552,103712
1-2141846-2,2024M9,18669,35070
1-2141846-3,2024M9,1241,2475
1-2141846-4,2024M9,0,758
1-2141847-1,2024M9,23840,34338
1-2141847-2,2024M9,22793,32740
1-2141847-3,2024M9,6145,9139
1-2177566-1,2024M9,866,52
1-2177566-2,2024M9,790,45
1-2208157-1,2024M9,12724,4238
1-2208685-6,2024M9,9830,1868
1-2272733-1,2024M9,44751,7353
1-2272733-2,2024M9,92489,13266
1-2272733-4,2024M9,30624,6024
1-2272733-5,2024M9,2570,311
1-2272733-6,2024M9,9288,1152
1-2293551-1,2024M9,7246,1657
1-2299782-1,2024M9,24619,24578
1-2299782-2,2024M9,10747,5869
1-2303815-3,2024M9,2128,6942
1-2303815-4,2024M9,9659,28682
1-2303816-4,2024M9,430,540
1-2318696-1,2024M9,29186,7682
1-2322907-1,2024M9,685,309
1-770669-1,2024M9,2252,425
1-776087-1,2024M9,70163,14604
1-776087-4,2024M9,10988,2125
1-776087-5,2024M9,382,85
1-776163-1,2024M9,83735,21181
1-776163-2,2024M9,12231,2197
1-776163-4,2024M9,18599,4356
1-776163-5,2024M9,49776,11380
1-776163-6,2024M9,8643,1235
1-776180-1,2024M9,44510,8001
1-776180-2,2024M9,285,42
1-776180-5,2024M9,4555,668
1-776200-1,2024M9,8522,2728
1-776200-2,2024M9,967,226
1-776200-4,2024M9,5841,2159
1-776200-5,2024M9,5300,1959
1-776228-1,2024M9,28337,7356
1-776228-4,2024M9,20172,4588
1-776228-5,2024M9,8413,2060
1-776230-1,2024M9,25313,4139
1-776230-2,2024M9,24252,3996
1-776230-4,2024M9,17930,3000
1-776231-1,2024M9,89185,12866
1-776231-2,2024M9,46308,6394
1-776231-4,2024M9,16179,2504
1-776231-5,2024M9,46817,6221
1-776231-6,2024M9,6104,814
1-776261-1,2024M9,5399,1764
1-776261-2,2024M9,542,140
1-776262-1,2024M9,53241,17814
1-776262-2,2024M9,1403,1187
1-776266-1,2024M9,5423,2145
1-776267-1,2024M9,31732,10409
1-776267-5,2024M9,991,508
1-776275-1,2024M9,9704,4109
1-776275-2,2024M9,373,109
1-776276-1,2024M9,20489,6117
1-776276-2,2024M9,2361,638
1-776279-1,2024M9,0,483
1-776280-1,2024M9,8952,2557
1060-12-0144,2024M9,2404,8420
1060-12-0166,2024M9,119455,1175357
1060-12-0222,2024M9,33815,249285
1060-14-0122,2024M9,89607,1712128
1060-14-0144,2024M9,6843,42201
1060-16-0122,2024M9,603859,11820043
1060-16-0144,2024M9,136878,975604
1060-16-0622,2024M9,410744,6995675
1060-16-0722,2024M9,9237,157160
1060-16-0988,2024M9,95178,776525
1060-16-1222,2024M9,38194,559152
1060-20-0122,2024M9,171866,3733332
1060-20-0144,2024M9,70766,497006
1060-20-0222,2024M9,161669,3099067
1060-20-0244,2024M9,64373,392398
1060-20-0622,2024M9,1040,11958
1062-12-0166,2024M9,177142,1213732
1062-12-0222,2024M9,57990,331808
1062-14-0122,2024M9,308965,3973197
1062-16-0122,2024M9,1468298,18420559
1062-16-0144,2024M9,214458,1320256
1062-16-0622,2024M9,903240,9997525
1062-16-0644,2024M9,329032,1436613
1062-16-0688,2024M9,38859,215861
1062-16-0722,2024M9,8661,95446
1062-16-0988,2024M9,202150,1388218
1062-16-1222,2024M9,129258,1124588
1062-20-0122,2024M9,508511,7138541
1062-20-0222,2024M9,135175,1910657
1062-20-0244,2024M9,91134,413260
1062-20-0377,2024M9,23040,545584
1326396-1,2024M9,53332,5035
1326442-2,2024M9,35676,2393
1326912-2,2024M9,33474,2142
1376886-1,2024M9,45799,11519
1437228-6,2024M9,141939,2392335
1443955-4,2024M9,26760,852
1456551-4,2024M9,11843,1221
1456820-1,2024M9,2715,2446
1456822-1,2024M9,1411,1102
1456822-2,2024M9,1129,881
1456822-3,2024M9,282,220
1456822-4,2024M9,372,275
1473416-1,2024M9,177452,57322
1473416-2,2024M9,28455,9778
1732410-3,2024M9,2756,85
1732415-3,2024M9,68956,2424
1732465-2,2024M9,37016,1156
1732492-1,2024M9,245324,8353
1732492-2,2024M9,8362,296
1732509-1,2024M9,2379,55
2-1418390-1,2024M9,163876,341835
2-1418437-1,2024M9,800,809
2-1418448-1,2024M9,44796,104552
2-1418448-2,2024M9,28328,67875
2-1418469-1,2024M9,8542,17568
2-1418479-1,2024M9,14210,21932
2-1418480-1,2024M9,1813,3082
2-1418483-1,2024M9,9255,21367
2-1418883-1,2024M9,288186,75012
2-1437285-2,2024M9,28767,10813
2-1437285-3,2024M9,51303,17722
2-1447232-6,2024M9,28542,4465
2-1563759-1,2024M9,55215,64572
2-1563878-1,2024M9,6419,6157
2-1564330-1,2024M9,48144,42378
2-1564337-1,2024M9,33303,39764
2-1564412-1,2024M9,5073,3124
2-1564416-1,2024M9,10234,19651
2-1564514-1,2024M9,1446,1050
2-1564520-1,2024M9,43955,33904
2-1564526-1,2024M9,15019,10489
2-1564530-1,2024M9,0,0
2-1564532-1,2024M9,6771,4360
2-1564542-1,2024M9,4882,8270
2-1564544-1,2024M9,1038,1682
2-1564546-1,2024M9,2843,3287
2-1670730-1,2024M9,4761,8606
2-1670894-1,2024M9,0,0
2-1670901-1,2024M9,3985,2571
2-1703639-1,2024M9,139700,136129
2-1703773-1,2024M9,124,243
2-1703808-1,2024M9,1096,1574
2-1703818-1,2024M9,14234,28819
2-1703839-1,2024M9,2311,2470
2-1703841-1,2024M9,2190,3330
2-1703843-1,2024M9,28405,42650
2-1718324-1,2024M9,128258,28331
2-1823498-1,2024M9,10283,1386
2-2293551-1,2024M9,5845,1393
2-2299782-2,2024M9,7461,4423
2-2303816-2,2024M9,0,0
2-2322907-2,2024M9,795,217
2-2323294-1,2024M9,3896,3900
2035378-2,2024M9,33,41
2098148-2,2024M9,5232,348
2098150-2,2024M9,3464,318
2098237-1,2024M9,152,165
2098237-2,2024M9,0,0
2098993-2,2024M9,881,25
2138576-2,2024M9,54574,1688
2272733-3,2024M9,121033,14045
2272809-1,2024M9,9156,240
2289630-1,2024M9,3562,3997
2289831-1,2024M9,6528,623
2293819-1,2024M9,2467,346
2293821-1,2024M9,4230,637
2293822-1,2024M9,4192,610
2293823-1,2024M9,4163,569
2296610-1,2024M9,2896,3935
2297129-1,2024M9,0,0
2298173-1,2024M9,2854,585
2298287-1,2024M9,396,449
2301339-1,2024M9,2481,142
2310358-1,2024M9,5985,5360
2312536-1,2024M9,26191,18190
2315361-1,2024M9,34580,1064
2320466-1,2024M9,3053,5256
2320931-2,2024M9,0,0
2333580-1,2024M9,16636,1200
2333581-1,2024M9,0,0
2338506-1,2024M9,39434,2404
2338506-2,2024M9,62640,3291
2338508-1,2024M9,96432,7367
2338508-2,2024M9,42846,3167
2338508-3,2024M9,209515,12736
2338508-4,2024M9,53811,3167
2342916-1,2024M9,11039,644
2350937-1,2024M9,53743,12050
2357722-1,2024M9,7913,8406
2358801-1,2024M9,4566,724
2358801-2,2024M9,820,130
2369194-1,2024M9,26252,1304
2373445-1,2024M9,142837,11597
2375459-3,2024M9,15650,3218
2375997-2,2024M9,3202,687
2386145-1,2024M9,0,0
2386148-1,2024M9,12375,640
2819650-1,2024M9,12746,31064
3-1418390-1,2024M9,50040,88193
3-1418448-1,2024M9,14866,36621
3-1418448-2,2024M9,7765,16925
3-1418469-1,2024M9,2241,5065
3-1418483-1,2024M9,5229,12700
3-1418883-1,2024M9,31873,6584
3-1437290-7,2024M9,309164,116458
3-1437290-8,2024M9,78158,24335
3-1437290-9,2024M9,26764,6949
3-1447221-3,2024M9,263855,3655776
3-1447221-4,2024M9,252991,3941537
3-1563510-1,2024M9,66667,3983
3-1563510-2,2024M9,60412,3609
3-1563510-3,2024M9,89200,5339
3-1563510-4,2024M9,101555,6078
3-1563759-1,2024M9,13524,15985
3-1564337-1,2024M9,13414,14341
3-1564412-1,2024M9,1846,1846
3-1564526-1,2024M9,5579,3972
3-1564528-1,2024M9,349,355
3-1564532-1,2024M9,4611,2234
3-1670730-1,2024M9,66,93
3-1670901-1,2024M9,2805,2271
3-1703639-1,2024M9,18947,17526
3-1703839-1,2024M9,1211,1568
3-1703841-1,2024M9,4437,7108
3-1703843-1,2024M9,15979,25678
3-1718324-1,2024M9,32396,6016
3-1719528-1,2024M9,116792,7398
3-1719528-2,2024M9,124650,7896
3-1719528-3,2024M9,6811,432
3-1719528-4,2024M9,7567,480
3-1823498-1,2024M9,2648,286
3-966140-1,2024M9,19804,14528
3-966140-2,2024M9,7029,5639
3-966140-3,2024M9,9472,9383
3-966140-4,2024M9,1290,1767
3-966140-5,2024M9,780,916
3-966140-6,2024M9,16455,9790
4-1418390-1,2024M9,51722,86668
4-1418448-1,2024M9,13072,27995
4-1418448-2,2024M9,13784,29256
4-1418483-1,2024M9,2400,6648
4-1418883-1,2024M9,31439,5509
4-1437290-0,2024M9,280035,118097
4-1437290-1,2024M9,144980,54511
4-1563759-1,2024M9,7261,8301
4-1564337-1,2024M9,20518,22694
4-1564412-1,2024M9,3600,1846
4-1564514-1,2024M9,0,0
4-1564526-1,2024M9,1723,1231
4-1670730-1,2024M9,1274,2343
4-1703841-1,2024M9,797,1273
4-1703843-1,2024M9,26924,45326
4-966140-6,2024M9,4189,879
5-1718321-3,2024M9,364000,105286
5-1718323-1,2024M9,141419,68154
5-2208684-3,2024M9,103983,27382
6-1718321-3,2024M9,94623,22224
6-1718323-1,2024M9,8266,2718
6-2208684-3,2024M9,40482,11173
770669-1,2024M9,3253,801
770669-4,2024M9,2422,633
770680-1,2024M9,504005,154138
770680-2,2024M9,18493,5478
770680-4,2024M9,44932,12837
770680-5,2024M9,17517,5207
776087-1,2024M9,285482,79049
776087-2,2024M9,12922,2848
776087-4,2024M9,3349,729
776087-5,2024M9,1111,209
776163-1,2024M9,202776,47552
776163-2,2024M9,4017,566
776163-4,2024M9,2088,304
776163-5,2024M9,4983,692
776164-1,2024M9,552145,119784
776164-2,2024M9,83555,17592
776164-5,2024M9,119502,23470
776164-6,2024M9,13194,2417
776180-1,2024M9,8338,1284
776180-4,2024M9,992,161
776180-5,2024M9,1881,263
776184-1,2024M9,16450,900
776184-2,2024M9,69078,3016
776184-3,2024M9,16246,795
776184-4,2024M9,4145,213
776184-5,2024M9,15780,1709
776200-1,2024M9,1187,272
776200-4,2024M9,619,206
776228-1,2024M9,67596,20249
776228-4,2024M9,20981,5829
776230-1,2024M9,45365,10742
776230-2,2024M9,0,0
776230-4,2024M9,835,144
776231-1,2024M9,761452,175961
776231-2,2024M9,16290,3191
776231-5,2024M9,61425,11102
776261-1,2024M9,9408,4635
776261-5,2024M9,2791,1026
776262-1,2024M9,63664,23571
776262-4,2024M9,8195,2334
776266-1,2024M9,1646,606
776267-1,2024M9,303460,114819
776267-5,2024M9,1323,393
776273-1,2024M9,248863,100162
776273-2,2024M9,3338,1232
776273-4,2024M9,20657,7240
776275-1,2024M9,3166,1516
776276-1,2024M9,66154,24531
776280-1,2024M9,29037,10814
776280-2,2024M9,9210,3051
776286-1,2024M9,130676,65507
776286-2,2024M9,25602,11665
776358-5,2024M9,3799,96
776427-1,2024M9,97681,225702
776427-2,2024M9,4725,11650
776427-3,2024M9,5518,14789
776427-4,2024M9,3173,8729
776429-1,2024M9,41838,83377
776429-2,2024M9,13852,32403
776429-3,2024M9,6018,12945
776429-4,2024M9,11828,26900
776433-1,2024M9,51194,57924
776433-2,2024M9,9733,13136
776433-3,2024M9,7973,9505
776434-1,2024M9,17646,19471
776434-2,2024M9,6535,9838
776434-3,2024M9,2117,2851
776437-1,2024M9,97056,60922
776437-2,2024M9,35372,22541
776437-3,2024M9,13196,8844
776437-4,2024M9,4048,2866
776438-1,2024M9,30792,20673
776438-2,2024M9,11066,7514
776438-3,2024M9,2756,1806
776438-4,2024M9,1744,1220
776487-1,2024M9,35542,55684
776487-2,2024M9,1702,1990
776487-3,2024M9,0,0
776487-4,2024M9,287,248
776494-1,2024M9,37778,34690
776494-2,2024M9,1921,1732
776494-3,2024M9,192,109
776494-4,2024M9,234,107
776495-1,2024M9,16833,14879
776495-2,2024M9,608,552
776495-3,2024M9,68,39
776495-4,2024M9,0,0
776497-5,2024M9,36391,4872
776497-6,2024M9,33206,4443
776522-1,2024M9,89001,224756
776522-2,2024M9,31677,88070
776522-3,2024M9,19708,49259
776522-4,2024M9,27729,75246
776523-1,2024M9,86693,192506
776523-2,2024M9,15548,37042
776523-3,2024M9,17091,36206
776523-4,2024M9,9639,21152
776524-1,2024M9,74001,124657
776524-2,2024M9,3363,6179
776524-3,2024M9,3060,5783
776524-4,2024M9,1370,1848
776531-1,2024M9,100662,124443
776531-2,2024M9,48188,62442
776531-3,2024M9,3288,4571
776532-1,2024M9,95493,81012
776532-2,2024M9,10101,9859
776532-3,2024M9,2029,2000
776532-4,2024M9,131,102
776533-1,2024M9,200373,121624
776533-2,2024M9,67932,42096
776533-3,2024M9,45227,28422
776533-4,2024M9,2765,1709
776537-1,2024M9,37059,43125
776537-2,2024M9,24266,32430
776537-3,2024M9,1161,1606
776538-1,2024M9,33655,30913
776538-2,2024M9,3043,3187
776538-3,2024M9,1934,1876
776538-4,2024M9,142,149
776539-1,2024M9,105131,70733
776539-2,2024M9,16419,11326
776539-3,2024M9,24637,16501
776539-4,2024M9,800,529
776603-1,2024M9,31136,4186
8-966140-6,2024M9,2609,1018
9-1355890-1,2024M9,28898,8834
9-966140-1,2024M9,55061,35711
9-966140-2,2024M9,81688,60214
9-966140-3,2024M9,72183,76449
9-966140-4,2024M9,48605,47957
9-966140-5,2024M9,55462,66422
9-966140-6,2024M9,46299,28278
94202103,2024M9,54622,2391
966140-1,2024M9,20143,18040
966140-3,2024M9,23073,26040
966140-4,2024M9,15313,18320
966140-5,2024M9,15561,19995
966140-6,2024M9,8030,3885
967362-1,2024M9,11486,3072
967686-3,2024M9,115342,32640
967686-5,2024M9,15049,3968
967686-6,2024M9,16702,5504
967686-8,2024M9,0,0
AEC14-40PA,2024M9,6790,821
AEC14-40PAE-E019,2024M9,19833,2670
AEC14-40PB,2024M9,424,50
AEC14-40PBE-E019,2024M9,2051,220
AEC14-40PC,2024M9,456,29
AEC16-40SA,2024M9,4633,869
AEC16-40SAE,2024M9,0,0
AEC16-40SAE-E019,2024M9,13582,1955
AEC16-40SB,2024M9,3819,522
AEC16-40SBE-E019,2024M9,1996,231
AEC16-40SBT-K001,2024M9,170,18
AEC16-40SC,2024M9,1197,172
AEC16-40SD,2024M9,2578,456
AEC17-40PA,2024M9,4361,128
AEC17-40PB,2024M9,9715,280
AEC17-40PC,2024M9,3908,114
AEC17-40PD,2024M9,10127,295
DRC10-24PA-A004,2024M9,17940,1120
DRC10-40P-A004,2024M9,24320,1265
DRC12-24PA,2024M9,26603,3357
DRC12-24PAE,2024M9,13067,1439
DRC12-24PB,2024M9,3533,398
DRC12-24PBE,2024M9,3397,314
DRC12-24PC,2024M9,529,43
DRC12-40PA,2024M9,60420,6434
DRC12-40PAE,2024M9,38417,4022
DRC12-40PB,2024M9,13979,1185
DRC12-40PBE,2024M9,1918,212
DRC12-40PC,2024M9,2351,200
DRC12-70PA,2024M9,52328,3797
DRC12-70PAE,2024M9,109708,8820
DRC12-70PB,2024M9,10249,592
DRC12-70PBE,2024M9,30424,2054
DRC12-70PCE,2024M9,189,11
DRC12-70PD,2024M9,305,13
DRC12-70PDE,2024M9,0,0
DRC14-24PA,2024M9,3903,390
DRC14-24PAE,2024M9,1409,146
DRC14-40PA,2024M9,9077,942
DRC14-70PA,2024M9,1706,113
DRC16-24SA,2024M9,29609,3471
DRC16-24SA-P013,2024M9,20445,2963
DRC16-24SAE,2024M9,14469,1575
DRC16-24SAE-P013,2024M9,4339,423
DRC16-24SB-P013,2024M9,3879,260
DRC16-24SBE-P013,2024M9,25011,1748
DRC16-24SC,2024M9,194,19
DRC16-24SC-P013,2024M9,803,91
DRC16-40S,2024M9,36793,2951
DRC16-40S-P013,2024M9,14457,1450
DRC16-40SE,2024M9,21056,1444
DRC16-70SA,2024M9,31824,2211
DRC16-70SA-P013,2024M9,32830,2100
DRC16-70SA-P066,2024M9,0,0
DRC16-70SA-PP05,2024M9,2357,168
DRC16-70SAE,2024M9,47950,3117
DRC16-70SAE-P013,2024M9,54025,4626
DRC16-70SAE-P013UK,2024M9,9288,529
DRC16-70SAE-P066,2024M9,16437,1337
DRC16-70SB,2024M9,2760,173
DRC16-70SB-P013,2024M9,7420,497
DRC16-70SB-P066,2024M9,0,0
DRC16-70SB-PP05,2024M9,869,56
DRC16-70SBE,2024M9,8496,581
DRC16-70SBE-P013,2024M9,23032,1536
DRC16-70SBE-P013UK,2024M9,7029,388
DRC16-70SBE-P066,2024M9,0,0
DRC16-70SC,2024M9,1139,50
DRC16-70SC-P013,2024M9,1856,76
DRC16-70SCE,2024M9,14956,1060
DRC16-70SCE-P013,2024M9,12274,709
DRC16-70SCE-P013UK,2024M9,18831,1068
DRC16-70SD-P013,2024M9,372,18
DRC16-70SDE,2024M9,18718,1323
DRC16-70SDE-P013UK,2024M9,22808,1289
DRC18-40SA,2024M9,13409,984
DRC18-40SA-P013,2024M9,38883,3706
DRC18-40SAE,2024M9,27619,1900
DRC18-40SAE-P013,2024M9,43431,2794
DRC18-40SB,2024M9,8021,572
DRC18-40SB-P013,2024M9,11316,938
DRC18-40SBE,2024M9,7739,281
DRC18-40SBE-P013,2024M9,22506,971
DRC18-40SC-P013,2024M9,3164,302
DRC18-40SCE-P013,2024M9,0,0
DRC20-50P01,2024M9,3018,92
DRC20-50P02,2024M9,1202,79
DRC20-50P03,2024M9,874,36
DRC20-50P04,2024M9,1648,90
DRC20-50P05,2024M9,5061,381
DRC20-50P08,2024M9,6432,525
DRC20-60P05,2024M9,7581,582
DRC20-60P06,2024M9,8076,622
DRC22-40PA,2024M9,9953,704
DRC22-50P01,2024M9,20716,1117
DRC22-50P02,2024M9,9304,522
DRC22-50P03,2024M9,6398,321
DRC22-50P04,2024M9,2472,223
DRC22-50P05,2024M9,2336,210
DRC23-24PA,2024M9,18372,857
DRC23-24PB,2024M9,584,23
DRC23-40PA-N012,2024M9,78799,3482
DRC23-40PB-N010,2024M9,30590,2754
DRC23-40PB-N012,2024M9,56392,2385
DRC23-40PC-N012,2024M9,9832,346
DRC23-64PAA,2024M9,71738,2347
DRC23-64PAA-N010,2024M9,44847,3280
DRC23-80P,2024M9,33308,418
DRC26-24SA,2024M9,73129,9580
DRC26-24SB,2024M9,180,10
DRC26-38S01-P017,2024M9,38421,3820
DRC26-38S02-P017,2024M9,36888,4344
DRC26-40SA,2024M9,77740,10573
DRC26-40SA-L011,2024M9,36319,3575
DRC26-40SB,2024M9,21969,2790
DRC26-40SB-L011,2024M9,46894,4498
DRC26-50S01,2024M9,116164,12421
DRC26-50S02,2024M9,17710,1724
DRC26-50S03,2024M9,3483,306
DRC26-50S04,2024M9,48924,5417
DRC26-50S05,2024M9,4487,389
DRC26-50S07,2024M9,24889,2821
DRC26-50S08,2024M9,3062,296
DRC26-50S09,2024M9,0,0
DRC26-60S05,2024M9,49883,6358
DRC26-60S06,2024M9,38455,3487
DRC26-60S07,2024M9,9149,902
